#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Other
14	1095997809	497974	646	1731	69	1454	138	104	1147	2136
14	1096497808	497696	816	1953	124	1689	219	156	1123	2198
14	1096997807	498014	848	1797	123	1538	201	140	1209	2000
14	1097497806	497923	738	1702	91	1515	142	116	1197	2295
14	1097997805	497296	668	1604	63	1314	124	125	996	2517
14	1098497804	498309	765	1695	74	1475	220	117	975	1739
14	1098997803	498080	811	1905	105	1517	266	194	1167	1867
14	1099497802	497961	847	1783	83	1505	224	163	1105	2080
14	1099997801	498027	764	1830	121	1514	146	134	1049	1954
14	1100497800	497790	917	1955	197	1812	170	263	1203	2167
14	1100997799	498327	878	1783	131	1647	125	230	1064	1769
14	1101497798	497666	804	1770	136	1606	116	198	970	2189
14	1101997797	497897	801	1615	177	1516	133	126	1201	2133
14	1102497796	497700	908	1610	146	1352	129	201	978	2355
14	1102997795	497687	872	1677	191	1569	176	195	1144	2360
14	1103497794	497921	736	1547	98	1537	121	175	1121	1950
14	1103997793	497973	769	1496	80	1310	113	112	1148	2105
14	1104497792	497958	780	1795	98	1556	117	127	817	2103
14	1104997791	497441	942	1684	118	1613	127	204	1215	2471
14	1105497790	497950	696	1432	54	1330	133	108	1137	2049
14	1105997789	498144	737	1499	100	1419	127	114	947	1838
14	1106497788	498194	735	1530	116	1390	98	116	1073	1819
14	1106997787	498250	771	1610	99	1454	160	112	980	1741
14	1107497786	497927	840	1620	123	1505	189	151	1034	2082
14	1107997785	497854	779	1732	134	1452	146	156	1159	2100
14	1108497784	497962	820	1706	146	1540	119	175	1118	2204
14	1108997783	497521	851	1747	206	1466	144	153	1067	2374
14	1109497782	497623	904	1885	237	1663	197	204	1122	2379
14	1109997781	497381	813	1583	195	1544	145	154	1166	2562
14	1110497780	497800	897	1702	161	1553	196	173	1254	2676
14	1110997779	496991	1017	1899	284	1684	258	259	1350	2719
14	1111497778	497216	880	1787	165	1532	173	177	1017	2595
14	1111997777	497187	888	1838	207	1600	207	226	1184	2839
14	1112497776	499262	1050	1919	229	1732	233	251	1262	3039
14	1112997775	494922	840	1806	152	1491	218	178	1251	2828
14	1113497774	463548	823	1724	205	1518	166	214	1006	2831
15	1113997773	496819	889	1884	136	1770	152	392	1499	3254
15	1114497772	497767	896	1448	33	1387	28	340	1099	2358
15	1114997771	497462	865	1694	19	1518	33	295	959	2360
15	1115497770	497425	793	1505	17	1270	19	326	1006	2558
15	1115997769	497566	808	1548	19	1392	16	319	998	2457
15	1116497768	497794	695	1425	12	1305	24	135	897	2180
15	1116997767	497565	795	1599	27	1285	26	242	1156	2614
15	1117497766	497241	828	1569	13	1260	23	262	1154	2625
15	1117997765	497854	881	1656	21	1493	29	343	1099	2159
15	1118497764	497235	462	1433	50	1222	38	65	1269	2729
15	1118997763	496871	630	1693	80	1394	169	102	1652	3110
15	1119497762	496766	635	1517	108	1415	68	136	1545	3337
15	1119997761	496891	536	1384	32	1151	63	58	1319	3023
15	1120497760	497200	514	1425	18	1118	45	38	1363	2783
15	1120997759	496882	517	1566	74	1286	163	61	1413	3144
15	1121497758	496447	631	1622	115	1357	126	139	1415	3559
15	1121997757	497108	641	1278	80	1139	64	96	1031	2986
15	1122497756	497337	739	1668	144	1556	97	105	1315	2797
15	1122997755	497735	664	1444	71	1306	63	71	1030	2100
15	1123497754	495099	192	368	12	294	9	8	374	5090
15	1123997753	493095	45	12	3	14	0	2	26	6627
15	1124497752	493996	3	3	0	0	0	0	6	6024
15	1124997751	493324	51	48	4	26	3	5	36	6681
15	1125497750	493217	45	28	4	29	5	1	37	6750
15	1125997749	492885	14	4	0	2	0	0	3	7114
15	1126497748	491864	7	3	2	2	0	1	4	8165
15	1126997747	492540	12	10	0	4	0	1	9	7507
15	1127497746	492588	70	53	6	55	3	5	48	7378
15	1127997745	493080	20	6	3	7	0	2	21	6939
15	1128497744	491804	32	9	2	10	1	1	15	8149
15	1128997743	492823	35	12	1	6	0	1	5	7199
15	1129497742	492823	18	6	0	4	0	2	6	7184
15	1129997741	492784	30	4	0	6	0	2	8	7190
15	1130497740	492977	14	2	0	9	0	0	6	7010
15	1130997739	491241	98	76	12	84	11	14	67	8766
15	1131497738	492392	80	58	5	33	2	8	22	7825
15	1131997737	492805	14	8	0	4	1	2	12	7101
15	1132497736	492750	27	12	3	8	0	4	12	7142
15	1132997735	492636	10	1	2	2	0	0	8	7365
15	1133497734	493216	34	20	1	17	4	5	13	6770
15	1133997733	494118	44	18	4	21	1	3	26	5877
15	1134497732	493989	14	5	0	2	0	0	7	6038
15	1134997731	492947	14	17	4	18	1	1	15	7023
15	1135497730	493690	13	4	0	5	2	0	8	6467
15	1135997729	492673	15	4	0	4	0	1	9	7172
15	1136497728	493663	14	15	0	9	1	0	9	6426
15	1136997727	492690	16	5	0	3	0	4	1	7221
15	1137497726	493523	10	9	1	12	2	0	9	6537
15	1137997725	493512	33	14	6	30	1	1	26	6473
15	1138497724	493200	20	7	1	6	2	0	3	6879
15	1138997723	493332	20	28	1	15	2	1	28	6640
15	1139497722	492407	26	38	0	35	3	4	26	7564
15	1139997721	493276	26	22	2	13	0	4	23	7019
15	1140497720	493427	16	8	2	3	0	1	12	6237
15	1140997719	493049	45	49	3	55	2	11	48	6939
15	1141497718	492899	34	21	4	8	3	1	12	7082
15	1141997717	492752	12	9	0	10	1	0	2	7251
15	1142497716	492343	34	15	1	27	1	5	23	7765
15	1142997715	493030	27	12	6	9	1	0	14	6912
15	1143497714	492743	37	33	2	51	1	2	31	7259
15	1143997713	492544	24	17	1	20	0	2	22	7458
15	1144497712	493063	13	3	2	8	0	3	10	7084
15	1144997711	493006	18	14	0	16	0	5	10	6860
15	1145497710	493295	2	1	3	4	0	0	0	6749
15	1145997709	492997	5	3	2	2	0	0	13	6918
15	1146497708	493079	11	0	1	3	0	2	2	6900
15	1146997707	493287	34	35	3	23	2	3	19	6905
15	1147497706	492816	24	24	2	23	1	2	16	7012
15	1147997705	492632	4	6	1	3	0	0	4	7376
15	1148497704	493185	24	7	2	11	0	0	7	6870
15	1148997703	492633	23	9	0	5	0	3	7	7351
15	1149497702	493042	16	8	2	4	0	0	3	6908
15	1149997701	493633	53	20	0	22	3	3	24	6456
15	1150497700	493262	47	44	4	48	2	3	47	6642
15	1150997699	493598	5	1	2	1	2	0	8	6653
15	1151497698	492824	33	26	3	35	0	1	30	6912
15	1151997697	493432	35	24	2	16	0	1	16	6706
15	1152497696	493048	20	28	2	26	1	1	13	6838
15	1152997695	493278	41	16	2	33	4	7	29	6729
15	1153497694	493123	25	13	4	18	1	0	19	6951
15	1153997693	492683	61	39	1	30	2	3	26	7235
15	1154497692	493237	31	15	2	13	1	2	11	6743
15	1154997691	493839	61	44	4	26	1	8	38	6393
15	1155497690	492225	20	23	1	10	0	1	9	7553
15	1155997689	491760	49	19	1	15	4	2	12	8343
15	1156497688	491321	71	42	9	51	4	4	27	8568
15	1156997687	493819	40	14	1	15	6	3	12	6201
15	1157497686	493457	50	20	2	27	2	3	22	6523
15	1157997685	493504	40	24	0	5	0	2	15	6536
15	1158497684	493175	8	3	0	3	2	0	4	6787
15	1158997683	492933	36	17	2	25	1	3	19	7123
15	1159497682	492837	28	13	3	23	2	4	26	7327
15	1159997681	493123	14	2	0	6	0	1	4	6689
15	1160497680	493201	21	13	3	13	1	1	18	6846
15	1160997679	492521	17	11	0	8	1	1	11	7442
15	1161497678	493070	20	6	0	4	0	0	11	7018
15	1161997677	493092	11	6	0	4	0	1	1	6805
15	1162497676	494110	44	13	1	11	1	1	12	5915
15	1162997675	493551	29	9	1	19	2	1	11	6400
15	1163497674	492301	19	4	0	3	0	0	1	7868
15	1163997673	493194	28	8	0	5	0	1	6	6775
15	1164497672	492639	28	11	1	15	2	2	11	7383
15	1164997671	492675	17	6	0	7	2	0	6	7192
15	1165497670	493157	21	4	1	9	0	0	5	6823
15	1165997669	493162	12	5	1	10	0	1	6	7038
15	1166497668	491452	2	0	0	0	0	0	5	8358
15	1166997667	492002	10	4	1	4	1	0	3	7999
15	1167497666	492332	15	8	0	8	0	0	16	7645
15	1167997665	492732	9	4	1	2	0	1	15	7323
15	1168497664	492809	14	11	1	8	0	1	7	7357
15	1168997663	492106	18	4	0	9	0	1	8	7720
15	1169497662	493083	12	13	3	8	0	0	8	6888
15	1169997661	493415	19	7	0	3	1	2	6	6711
15	1170497660	492472	23	15	1	14	1	1	11	7426
15	1170997659	492127	10	12	0	7	1	1	4	7914
15	1171497658	491291	16	7	2	4	1	1	8	8644
15	1171997657	492370	21	3	0	3	1	1	10	7640
15	1172497656	492775	12	21	1	18	0	4	11	7355
15	1172997655	492293	28	21	4	16	6	5	9	7573
15	1173497654	492374	8	5	0	3	0	2	7	7618
15	1173997653	492425	26	5	0	7	0	3	5	7645
15	1174497652	493009	22	8	0	11	0	3	9	7017
15	1174997651	491328	18	4	1	3	2	1	4	8616
15	1175497650	492276	17	6	1	7	0	1	4	7799
15	1175997649	490508	2	3	1	5	0	0	1	9397
15	1176497648	489886	14	3	1	3	1	1	9	10067
15	1176997647	490636	25	9	2	2	1	1	6	9693
15	1177497646	490007	16	10	1	9	0	0	7	9677
15	1177997645	187849	12	10	0	3	0	0	1	2934
16	1178497644	487993	72	42	6	31	9	13	44	12377
16	1178997643	491088	17	11	2	8	1	1	9	8559
16	1179497642	491045	12	5	0	4	0	3	3	8942
16	1179997641	489369	53	20	3	27	3	5	40	10631
16	1180497640	492976	4	5	0	2	0	3	4	7043
16	1180997639	493318	29	17	2	7	1	6	7	6801
16	1181497638	492947	22	12	1	16	2	3	17	6927
16	1181997637	493570	2	0	0	3	0	0	2	6586
16	1182497636	493502	31	15	1	13	1	2	9	6385
16	1182997635	493369	14	7	0	8	0	1	7	6684
16	1183497634	493398	19	19	3	16	2	2	9	6582
16	1183997633	492999	42	44	2	34	3	2	38	7146
16	1184497632	493022	17	4	0	2	0	0	0	6945
16	1184997631	492782	13	5	0	5	0	0	6	7062
16	1185497630	493098	21	7	1	12	0	1	14	6934
16	1185997629	492459	4	2	0	1	0	1	1	7491
16	1186497628	492802	51	8	1	10	7	6	19	7282
16	1186997627	493227	21	7	0	3	0	4	3	6846
16	1187497626	493382	11	1	2	2	0	0	10	6440
16	1187997625	493097	31	5	0	2	0	2	7	6897
16	1188497624	489499	28	15	4	9	3	2	12	10514
16	1188997623	491239	12	17	2	22	2	3	22	8878
16	1189497622	493275	14	6	0	2	0	1	4	6834
16	1189997621	492968	19	20	4	21	2	2	14	6915
16	1190497620	492433	41	35	2	19	2	4	21	7443
16	1190997619	493361	21	6	1	6	0	0	3	6678
16	1191497618	492626	32	24	3	20	1	2	14	7339
16	1191997617	488465	69	24	1	34	7	4	18	11559
16	1192497616	492168	36	22	2	20	0	1	22	7899
16	1192997615	492583	22	8	0	3	0	0	0	7358
16	1193497614	493265	29	7	0	3	1	3	5	6892
16	1193997613	492609	10	4	0	1	0	0	7	7214
16	1194497612	493340	25	9	1	3	0	0	1	6937
16	1194997611	491772	32	24	1	21	2	2	27	8054
16	1195497610	491864	26	18	0	12	0	0	11	8167
16	1195997609	491939	19	23	1	14	2	2	7	7944
16	1196497608	492177	11	1	0	11	0	3	6	7849
16	1196997607	492432	10	5	1	13	2	0	10	7578
16	1197497606	492566	28	6	1	11	1	1	13	7425
16	1197997605	492164	8	6	1	3	3	2	8	7843
16	1198497604	491053	20	16	1	20	2	0	25	8884
16	1198997603	491696	60	17	6	22	3	2	27	8333
16	1199497602	491210	89	77	6	70	7	6	67	8829
16	1199997601	493458	30	29	1	26	1	1	32	6673
16	1200497600	492951	39	19	1	18	2	2	31	7215
16	1200997599	492220	72	31	2	37	6	8	28	7507
16	1201497598	493316	40	19	2	20	1	0	23	6751
16	1201997597	492736	17	5	0	7	0	1	6	7173
16	1202497596	492919	26	12	1	15	0	3	5	7074
16	1202997595	493047	14	8	1	3	1	1	11	6908
16	1203497594	492435	28	16	3	13	2	1	17	7559
16	1203997593	493344	39	9	5	11	1	0	10	6762
16	1204497592	493304	43	30	2	47	5	7	33	6576
16	1204997591	493833	15	5	1	3	1	0	10	6607
16	1205497590	493567	41	10	0	6	4	1	3	6106
16	1205997589	493401	15	3	0	8	1	0	1	6696
16	1206497588	492631	5	5	0	5	0	1	5	7440
16	1206997587	492006	40	22	1	28	2	2	26	7794
16	1207497586	492796	14	3	1	8	2	1	1	7126
16	1207997585	493263	35	16	2	13	4	0	20	6941
16	1208497584	491949	44	15	2	21	2	2	31	7872
16	1208997583	492907	17	7	1	7	1	0	6	7217
16	1209497582	493023	30	14	0	9	2	0	4	7189
16	1209997581	492855	20	8	3	5	0	0	11	6866
16	1210497580	493299	0	2	0	1	0	0	0	6625
16	1210997579	493284	31	29	1	32	2	1	24	6762
16	1211497578	493443	28	8	0	8	2	0	12	6504
16	1211997577	492775	29	17	2	12	0	1	13	7349
16	1212497576	492457	29	9	2	6	0	1	8	7422
16	1212997575	493028	11	4	0	2	0	1	4	6995
16	1213497574	492619	14	1	0	1	0	0	2	7389
16	1213997573	492649	13	3	1	6	1	0	5	7330
16	1214497572	492300	7	9	0	13	0	1	13	7749
16	1214997571	493325	23	11	5	9	3	1	12	6611
16	1215497570	492709	9	12	3	12	0	2	7	7349
16	1215997569	493158	13	8	0	7	1	0	6	6812
16	1216497568	493380	40	10	0	10	0	1	11	6704
16	1216997567	493485	43	22	1	11	1	1	8	6768
16	1217497566	492818	27	42	3	32	3	5	24	6931
16	1217997565	493275	34	23	1	26	1	2	17	6714
16	1218497564	493320	29	24	0	40	3	5	21	6803
16	1218997563	493132	17	2	0	7	0	0	12	6651
16	1219497562	493237	10	3	0	2	1	0	1	6791
16	1219997561	493129	26	3	2	14	3	0	7	6855
16	1220497560	493261	11	2	1	1	1	2	6	6727
16	1220997559	493178	12	13	3	10	1	1	11	6872
16	1221497558	493295	38	16	2	8	1	1	17	6765
16	1221997557	492850	10	5	1	3	3	0	5	7048
16	1222497556	492869	12	14	1	10	0	1	15	7150
16	1222997555	492750	30	6	0	7	1	0	10	7261
16	1223497554	493252	35	3	0	5	0	0	1	6835
16	1223997553	492444	14	5	0	5	0	2	2	7449
16	1224497552	492614	8	3	0	0	0	0	7	7391
16	1224997551	492785	25	8	0	6	0	0	14	7288
16	1225497550	492112	18	8	1	9	1	0	9	7971
16	1225997549	492311	25	6	1	6	1	0	6	7701
16	1226497548	492655	7	4	0	1	0	1	4	7168
16	1226997547	492786	18	1	0	9	0	1	5	7429
16	1227497546	492193	9	0	0	3	0	1	2	7647
16	1227997545	492540	10	9	0	3	3	0	8	7473
16	1228497544	491865	3	4	0	2	0	0	3	8146
16	1228997543	491094	21	21	3	18	0	5	24	9024
16	1229497542	491592	48	48	1	33	2	0	34	8188
16	1229997541	491901	19	12	0	15	0	3	9	8119
16	1230497540	491392	7	7	1	6	1	3	10	8666
16	1230997539	492345	29	15	1	10	4	0	4	7606
16	1231497538	492632	7	9	0	3	0	0	8	7398
16	1231997537	492232	13	13	3	9	1	0	9	7819
16	1232497536	487665	19	14	1	22	2	1	17	12268
16	1232997535	488644	22	10	3	7	4	1	7	11321
16	1233497534	488268	11	4	1	4	1	0	10	11732
16	1233997533	490191	14	5	0	4	0	5	7	9824
16	1234497532	490783	13	7	7	5	2	0	5	9239
16	1234997531	491395	6	3	1	3	0	0	2	8754
16	1235497530	491708	11	7	1	2	0	1	1	8219
16	1235997529	491015	5	2	0	2	0	1	0	8880
16	1236497528	491374	28	8	4	5	2	0	1	8629
16	1236997527	491211	28	12	0	16	0	1	16	8880
16	1237497526	489853	22	11	2	7	0	1	10	10090
16	1237997525	129475	0	0	1	2	0	0	1	2476
17	1238497524	492150	22	9	2	5	0	0	5	7860
17	1238997523	491987	34	25	2	25	0	3	18	8023
17	1239497522	492769	11	2	0	4	1	3	3	7234
17	1239997521	492354	2	0	0	2	0	1	1	7728
17	1240497520	492320	17	10	0	11	1	0	5	7626
17	1240997519	492347	23	3	0	4	1	0	17	7611
17	1241497518	492934	19	5	0	7	0	0	3	7057
17	1241997517	493099	3	3	0	3	0	0	6	6966
17	1242497516	493281	10	9	0	6	0	0	4	6688
17	1242997515	492665	20	6	1	2	0	0	4	7319
17	1243497514	492958	17	11	0	2	0	0	2	7070
17	1243997513	493074	16	4	0	7	0	1	5	6945
17	1244497512	493739	7	1	0	0	0	1	1	6206
17	1244997511	492916	17	3	0	9	1	1	5	7098
17	1245497510	492629	13	6	0	9	1	0	3	7557
17	1245997509	492421	8	4	0	1	2	0	8	7392
17	1246497508	492543	21	0	0	1	1	0	0	7456
17	1246997507	493056	7	6	2	9	0	0	8	7057
17	1247497506	492460	8	10	2	9	0	0	4	7460
17	1247997505	492855	20	5	0	2	0	0	7	7313
17	1248497504	492428	33	10	2	15	13	1	12	7430
17	1248997503	492090	21	6	0	10	1	0	5	7832
17	1249497502	493191	8	5	0	4	0	0	0	6981
17	1249997501	492274	22	1	0	8	0	1	6	7600
17	1250497500	493053	28	10	1	11	0	1	6	6899
17	1250997499	493484	26	18	1	12	3	1	16	6540
17	1251497498	493110	33	13	3	19	3	3	13	6937
17	1251997497	492984	13	16	1	19	2	4	20	7098
17	1252497496	493315	5	0	0	2	0	0	1	6531
17	1252997495	493285	0	1	0	1	0	0	0	6715
17	1253497494	493306	20	6	1	2	0	3	2	6706
17	1253997493	493147	14	8	0	4	1	0	0	7128
17	1254497492	493151	11	6	3	10	1	1	8	6663
17	1254997491	492598	32	36	0	31	1	12	42	7340
17	1255497490	493692	12	5	1	6	1	1	11	6324
17	1255997489	492823	12	1	0	2	0	0	1	7183
17	1256497488	492642	7	7	1	10	1	4	5	7828
17	1256997487	493091	36	5	1	3	1	0	6	6417
17	1257497486	492853	21	6	0	4	0	1	3	7115
17	1257997485	493490	27	16	1	17	1	2	11	6606
17	1258497484	492944	22	8	2	11	1	1	8	7015
17	1258997483	492946	17	3	0	4	0	1	2	7017
17	1259497482	493463	18	4	1	0	0	1	4	6519
17	1259997481	494013	40	9	0	5	0	1	3	6139
17	1260497480	493724	11	13	0	13	1	1	14	6161
17	1260997479	493348	8	3	0	1	0	0	1	6692
17	1261497478	492797	45	29	4	36	4	1	22	7180
17	1261997477	493253	15	11	0	6	0	1	3	6714
17	1262497476	493224	18	9	1	10	1	4	11	6816
17	1262997475	491897	1	1	0	5	0	1	0	8042
17	1263497474	492898	55	35	1	49	4	0	24	7101
17	1263997473	493777	14	20	0	1	0	1	3	6955
17	1264497472	492201	16	4	1	3	2	0	5	7125
17	1264997471	492691	45	16	3	28	3	3	26	7287
17	1265497470	492517	30	24	2	21	4	3	31	7449
17	1265997469	493209	19	17	1	18	1	1	13	7013
17	1266497468	492377	19	15	0	18	0	1	15	7434
17	1266997467	493842	9	11	1	3	0	1	10	6186
17	1267497466	494196	21	11	0	6	4	1	8	6072
17	1267997465	493318	16	9	1	7	0	1	6	6377
17	1268497464	493508	31	8	0	8	5	0	5	6493
17	1268997463	493139	25	12	0	7	0	1	6	6887
17	1269497462	493875	15	5	2	12	1	1	7	6085
17	1269997461	492541	19	22	3	22	7	3	22	7487
17	1270497460	493713	21	9	3	2	2	2	11	6581
17	1270997459	493160	22	6	1	4	2	0	8	6657
17	1271497458	492962	21	4	0	2	0	1	4	6923
17	1271997457	493748	17	8	2	7	0	1	6	6224
17	1272497456	493381	54	11	2	7	0	0	1	6612
17	1272997455	492939	34	7	0	3	0	0	4	7075
17	1273497454	492584	24	15	2	12	1	2	10	7476
17	1273997453	492366	26	4	0	4	0	0	1	7792
17	1274497452	493225	29	9	0	1	1	2	6	6655
17	1274997451	493458	52	12	0	12	1	1	9	6445
17	1275497450	492933	30	16	0	7	0	1	6	7251
17	1275997449	490636	47	38	4	43	5	10	31	9348
17	1276497448	492398	15	8	1	7	2	0	10	7565
17	1276997447	493326	22	10	0	10	1	1	9	6594
17	1277497446	491744	1	14	1	7	2	1	0	8228
17	1277997445	493220	27	15	0	6	0	2	13	7604
17	1278497444	491427	16	14	0	15	2	2	15	7838
17	1278997443	492485	15	18	5	28	0	1	20	7386
17	1279497442	492673	11	18	1	15	1	0	15	7385
17	1279997441	492488	53	20	1	21	3	2	19	7464
17	1280497440	492261	68	17	2	34	9	5	36	7837
17	1280997439	492533	50	23	0	27	2	7	23	7482
17	1281497438	493102	25	12	1	15	1	2	12	6986
17	1281997437	492731	13	9	0	6	1	0	7	7094
17	1282497436	492748	19	1	0	3	1	0	4	7409
17	1282997435	492171	18	20	3	9	0	2	10	7870
17	1283497434	491885	24	13	2	27	5	10	13	7886
17	1283997433	492312	27	15	0	13	0	2	15	7845
17	1284497432	492697	19	15	4	27	1	1	33	7141
17	1284997431	492722	37	24	1	14	0	5	17	7313
17	1285497430	492574	15	12	1	11	3	1	9	7413
17	1285997429	491710	49	31	2	24	8	4	32	8380
17	1286497428	492283	45	28	2	21	2	4	23	7956
17	1286997427	493193	12	4	0	7	0	1	8	6858
17	1287497426	492337	16	3	0	3	0	0	2	7311
17	1287997425	493170	25	10	0	8	1	1	7	7498
17	1288497424	493112	43	12	0	7	0	0	28	6262
17	1288997423	492727	17	17	2	18	1	5	11	7211
17	1289497422	492451	20	10	0	9	1	1	18	7729
17	1289997421	493049	10	7	0	4	2	1	6	6746
17	1290497420	493166	17	5	2	7	1	0	4	6843
17	1290997419	493041	26	6	1	5	1	2	6	7223
17	1291497418	492073	25	7	0	6	1	1	5	7718
17	1291997417	492095	36	13	2	14	2	4	9	7896
17	1292497416	492291	19	12	1	9	2	2	8	7700
17	1292997415	493136	23	24	2	18	0	1	11	6834
17	1293497414	493012	33	8	0	10	2	1	11	6964
17	1293997413	493201	27	27	3	23	1	1	24	7134
17	1294497412	492443	17	12	5	12	1	2	7	7235
17	1294997411	492270	36	41	3	37	4	7	39	7976
17	1295497410	491831	15	24	2	25	2	2	13	7931
17	1295997409	492706	76	25	6	30	1	2	26	7426
17	1296497408	493093	14	4	0	4	1	0	0	6830
17	1296997407	492805	15	7	0	7	1	0	5	7136
17	1297497406	493137	22	14	1	10	0	0	3	6852
17	1297997405	492973	43	3	0	8	0	1	11	7049
17	1298497404	492927	17	7	2	9	1	1	3	7062
17	1298997403	492516	19	16	2	10	0	2	27	7513
17	1299497402	491209	83	36	3	47	7	8	26	8759
17	1299997401	491141	35	27	5	27	4	4	19	8872
17	1300497400	493049	23	16	1	6	1	1	12	6966
17	1300997399	492966	26	1	2	5	3	1	9	7091
17	1301497398	492364	13	16	0	10	1	0	32	7654
17	1301997397	492552	19	27	1	18	0	7	21	7404
17	1302497396	275792	18	17	0	12	2	0	17	6862
18	1302997395	492182	23	11	2	13	0	0	8	7879
18	1303497394	493107	11	7	0	5	0	1	6	6890
18	1303997393	492892	14	0	0	0	0	0	2	7070
18	1304497392	492228	0	5	0	5	0	1	1	7789
18	1304997391	491955	5	4	0	3	0	0	2	8011
18	1305497390	492335	15	6	0	7	0	0	6	7692
18	1305997389	492637	7	10	1	8	0	2	14	7384
18	1306497388	492451	13	7	1	6	2	0	9	7595
18	1306997387	493221	52	21	3	11	0	2	18	6744
18	1307497386	492304	11	7	0	2	2	2	8	7705
18	1307997385	493325	39	29	0	39	4	5	25	6677
18	1308497384	492893	19	22	0	11	1	0	9	7309
18	1308997383	492738	24	30	0	23	2	2	27	7056
18	1309497382	493170	23	8	2	9	0	1	10	6844
18	1309997381	493263	4	2	0	1	0	0	1	6656
18	1310497380	492678	7	4	1	11	1	0	4	7447
18	1310997379	493140	15	1	0	5	0	0	0	6901
18	1311497378	493617	14	0	0	1	0	0	2	6269
18	1311997377	493856	9	2	0	0	0	0	1	6120
18	1312497376	493061	36	13	2	8	2	0	6	6930
18	1312997375	493255	4	1	0	8	0	0	3	6940
18	1313497374	493291	8	15	1	6	3	1	15	6595
18	1313997373	491951	16	19	2	10	0	4	23	7970
18	1314497372	493063	50	44	5	33	3	7	31	7177
18	1314997371	492543	22	9	0	10	0	1	9	7296
18	1315497370	492841	23	6	0	4	1	0	3	7238
18	1315997369	493038	41	40	3	17	3	4	33	6858
18	1316497368	492779	42	31	3	14	3	3	20	7202
18	1316997367	492617	20	11	1	7	0	0	14	7394
18	1317497366	492370	13	4	0	2	2	0	1	7586
18	1317997365	492986	42	6	0	5	3	1	2	7047
18	1318497364	492707	23	27	1	26	2	2	20	7434
18	1318997363	493046	26	13	0	7	1	1	7	6869
18	1319497362	493097	27	16	1	11	2	1	4	6813
18	1319997361	493272	34	20	1	16	0	1	14	6745
18	1320497360	494025	7	1	0	1	0	1	3	5967
18	1320997359	493158	8	11	0	9	0	0	6	6957
18	1321497358	492471	36	27	6	19	5	4	23	7398
18	1321997357	493474	26	8	1	22	5	5	24	6520
18	1322497356	493225	12	3	0	8	0	1	7	6791
18	1322997355	492662	16	8	0	2	0	0	6	7355
18	1323497354	492728	23	10	0	4	0	3	6	7275
18	1323997353	493114	32	22	1	12	1	2	21	6904
18	1324497352	493140	8	2	0	0	1	0	4	6798
18	1324997351	493178	17	6	0	2	1	3	4	6820
18	1325497350	493401	44	9	1	6	0	2	2	6677
18	1325997349	492635	25	39	4	22	0	2	41	7293
18	1326497348	493886	11	3	0	0	1	0	3	6566
18	1326997347	492868	20	12	1	9	4	1	15	6724
18	1327497346	492674	55	41	3	33	3	4	43	7427
18	1327997345	490832	67	58	7	47	10	12	42	9108
18	1328497344	492272	27	14	0	9	1	0	10	7652
18	1328997343	492506	16	5	0	1	1	0	5	7489
18	1329497342	492108	8	3	0	0	0	0	6	7943
18	1329997341	492164	19	14	0	25	0	1	12	7840
18	1330497340	491621	19	10	0	2	2	1	10	8315
18	1330997339	491159	23	13	1	16	1	0	20	8897
18	1331497338	492278	6	5	0	7	0	1	15	8018
18	1331997337	492080	23	6	1	9	1	1	8	7629
18	1332497336	492046	19	13	0	8	1	3	15	7973
18	1332997335	492298	33	22	1	17	3	3	15	7698
18	1333497334	492579	26	14	0	34	2	2	17	7344
18	1333997333	492299	49	38	6	40	6	5	23	7702
18	1334497332	491271	12	7	0	7	4	1	3	8801
18	1334997331	492073	7	2	1	1	1	1	5	7893
18	1335497330	492761	7	9	0	2	1	2	2	7292
18	1335997329	492399	13	2	0	0	0	0	0	7545
18	1336497328	492826	11	3	0	3	0	1	2	7156
18	1336997327	493270	11	12	0	0	0	1	3	6712
18	1337497326	494193	20	8	2	14	1	3	3	5815
18	1337997325	492671	24	9	2	10	1	3	6	7347
18	1338497324	493447	9	2	0	2	1	0	4	6552
18	1338997323	493485	25	7	0	13	4	2	6	6525
18	1339497322	492717	10	3	0	2	1	2	0	7354
18	1339997321	491709	40	20	2	17	3	4	31	8225
18	1340497320	492413	25	38	5	35	2	0	31	7694
18	1340997319	492501	23	22	2	16	1	3	25	7395
18	1341497318	491990	29	8	0	3	0	0	8	7974
18	1341997317	492112	26	6	1	1	1	2	13	8000
18	1342497316	490400	35	27	0	42	2	1	25	9480
18	1342997315	491362	14	2	0	3	2	3	8	8642
18	1343497314	490980	31	20	3	27	0	2	21	9084
18	1343997313	491417	60	26	5	28	2	4	30	8600
18	1344497312	492828	45	13	1	12	2	1	12	7276
18	1344997311	493049	14	4	0	2	3	0	1	6896
18	1345497310	493845	14	3	1	8	0	1	9	6039
18	1345997309	494013	10	4	0	3	0	1	1	6033
18	1346497308	492306	3	0	1	2	0	0	2	7645
18	1346997307	491512	24	6	4	8	3	3	10	8490
18	1347497306	491521	13	6	2	7	2	0	2	8489
18	1347997305	491948	15	2	0	2	0	0	3	8058
18	1348497304	491660	3	2	0	6	2	1	1	8328
18	1348997303	492305	1	4	0	0	0	1	1	7695
18	1349497302	492248	8	7	1	12	2	0	4	7768
18	1349997301	490834	7	0	1	0	0	0	2	9137
18	1350497300	491624	7	0	0	2	0	0	0	8416
