#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	BBBA
SIM663	0	3966	177	160	40	163	3	3	11	11
SIM664	0	4021	169	151	18	156	7	2	5	5
SIM665	0	3905	178	191	37	163	6	4	6	6
SIM666	0	3972	168	163	22	161	6	4	7	7
SIM667	0	3908	193	175	22	172	5	4	6	6
SIM668	0	3954	168	157	30	158	7	6	13	13
SIM669	0	3956	158	176	31	185	2	3	8	8
SIM670	0	3994	151	159	31	164	7	3	3	3
SIM671	0	3927	171	154	23	167	2	8	3	3
SIM672	0	3982	158	154	21	188	2	2	9	9
SIM673	0	4011	167	155	17	164	0	5	6	6
SIM674	0	4006	153	188	19	154	8	1	12	12
SIM675	0	3953	177	160	41	157	2	8	4	4
SIM676	0	3935	165	173	28	190	1	4	9	9
SIM677	0	3977	152	166	38	176	1	1	6	6
SIM678	0	3968	183	173	20	163	3	3	6	6
SIM679	0	3943	167	196	35	186	4	3	8	8
SIM680	0	3929	160	151	18	180	1	9	10	10
SIM681	0	3980	155	170	39	173	1	4	15	15
SIM682	0	3921	171	160	42	169	0	2	7	7
SIM683	0	3939	167	167	24	162	2	4	13	13
SIM684	0	3945	174	178	48	164	0	5	10	10
SIM685	0	3951	178	163	35	151	1	3	3	3
SIM686	0	3929	179	173	23	214	5	4	8	8
SIM687	0	3994	159	167	38	158	7	4	5	5
SIM688	0	3960	172	177	19	148	3	0	6	6
SIM689	0	3949	178	175	32	154	2	1	4	4
SIM690	0	4004	158	166	24	191	5	1	7	7
SIM691	0	3985	135	180	36	166	4	4	8	8
SIM692	0	3952	194	169	27	178	4	4	10	10
SIM693	0	4031	161	148	29	158	5	4	6	6
SIM694	0	3975	163	170	26	151	5	7	7	7
SIM695	0	3943	167	168	29	179	1	3	10	10
SIM696	0	3896	190	148	32	180	9	8	10	10
SIM697	0	3952	158	179	35	166	0	1	9	9
SIM698	0	3928	176	159	29	185	3	9	20	20
SIM699	0	3942	180	175	38	158	2	5	6	6
SIM700	0	3944	149	180	46	176	2	6	7	7
SIM701	0	3902	170	161	36	169	4	8	5	5
SIM702	0	3948	183	171	33	139	3	5	5	5
SIM703	0	3902	166	170	35	178	2	2	19	19
SIM704	0	3988	157	161	28	151	3	4	7	7
SIM705	0	3981	175	170	22	159	6	8	14	14
SIM706	0	3851	171	172	37	208	2	10	12	12
SIM707	0	3949	174	191	22	138	7	3	17	17
SIM708	0	3976	178	169	44	150	5	7	7	7
SIM709	0	4048	162	165	13	165	6	1	9	9
SIM710	0	3953	180	171	45	171	4	5	7	7
SIM711	0	3950	174	145	32	176	8	2	15	15
SIM712	0	3988	165	153	26	151	4	1	11	11
SIM713	0	3977	148	195	31	163	2	1	3	3
SIM714	0	3930	182	191	40	157	5	4	11	11
SIM715	0	3949	189	159	20	174	5	2	3	3
SIM716	0	3969	167	165	25	153	4	7	10	10
SIM717	0	3968	163	171	15	165	11	2	12	12
SIM718	0	3926	163	177	35	169	1	2	0	0
SIM719	0	4005	149	177	17	152	2	3	8	8
SIM720	0	3950	186	174	36	143	7	9	8	8
SIM721	0	3978	170	144	31	172	4	6	6	6
SIM722	0	3919	172	159	37	150	6	2	13	13
SIM723	0	3960	158	152	36	160	2	5	10	10
SIM724	0	3970	150	174	32	149	5	1	10	10
SIM725	0	3901	183	171	14	174	8	11	10	10
SIM726	0	4001	178	150	29	144	5	3	5	5
SIM727	0	3939	160	174	17	184	7	7	9	9
SIM728	0	3940	174	163	39	168	2	8	8	8
SIM729	0	3880	169	186	33	204	7	3	14	14
SIM730	0	3919	188	150	32	162	5	3	12	12
SIM731	0	3879	172	196	38	160	12	1	6	6
SIM732	0	3994	163	165	31	181	0	2	9	9
SIM733	0	3981	142	162	26	190	4	7	14	14
SIM734	0	3965	169	156	37	159	2	4	7	7
SIM735	0	3964	175	172	32	154	2	2	10	10
SIM736	0	3963	164	166	39	179	0	3	17	17
SIM737	0	4009	157	160	25	172	5	6	15	15
SIM738	0	4014	154	159	39	131	11	0	6	6
SIM739	0	3998	174	166	19	154	8	4	5	5
SIM740	0	3986	141	167	28	157	3	4	14	14
SIM741	0	3907	193	195	27	160	1	2	8	8
SIM742	0	3915	162	182	39	179	5	6	11	11
SIM743	0	3891	161	183	24	181	4	3	13	13
SIM744	0	3991	165	176	22	163	3	4	8	8
SIM745	0	4007	141	159	48	157	7	8	7	7
SIM746	0	3917	176	188	24	178	1	4	7	7
SIM747	0	3921	157	189	33	199	4	1	1	1
SIM748	0	3921	193	179	27	172	5	7	8	8
SIM749	0	3994	164	163	38	152	2	2	8	8
SIM750	0	3929	153	182	14	164	3	4	9	9
SIM751	0	3902	172	180	44	173	5	8	7	7
SIM752	0	4047	168	129	18	175	5	3	6	6
SIM753	0	3963	163	183	25	143	0	2	8	8
SIM754	0	3935	195	177	26	186	3	3	5	5
SIM755	0	3917	168	186	16	171	8	12	6	6
SIM756	0	3934	170	187	16	174	3	3	5	5
SIM757	0	3969	145	171	30	158	4	14	8	8
SIM758	0	3933	180	163	26	177	2	0	19	19
SIM759	0	3899	173	175	44	171	3	9	9	9
SIM760	0	3952	179	171	41	171	5	4	6	6
SIM761	0	3972	173	159	27	164	4	3	0	0
SIM762	0	4005	169	134	35	154	2	9	15	15
SIM763	0	3926	145	158	23	176	2	8	9	9
SIM764	0	3930	154	163	40	180	4	3	21	21
SIM765	0	3964	171	171	36	179	4	8	8	8
SIM766	0	3938	186	166	20	186	3	8	4	4
SIM767	0	4004	141	172	28	151	2	1	3	3
SIM768	0	3962	168	139	33	180	3	4	11	11
SIM769	0	3947	175	173	27	176	7	5	6	6
SIM770	0	3966	160	163	18	161	3	3	9	9
SIM771	0	3936	150	176	31	179	3	3	6	6
SIM772	0	3971	143	165	26	161	1	0	15	15
SIM773	0	3944	174	177	34	177	4	0	9	9
SIM774	0	3974	162	167	36	164	2	4	9	9
SIM775	0	3962	193	161	46	156	7	4	10	10
SIM776	0	3954	183	158	39	147	2	0	11	11
SIM777	0	3951	153	163	33	189	1	4	13	13
SIM778	0	3893	183	176	30	169	2	4	14	14
SIM779	0	3933	157	162	27	180	13	4	12	12
SIM780	0	3871	152	183	56	165	12	5	13	13
SIM781	0	3970	153	166	30	172	1	8	6	6
SIM782	0	3971	139	170	31	157	6	5	12	12
SIM783	0	3915	185	175	35	176	6	1	11	11
SIM784	0	4017	178	171	17	126	6	1	6	6
SIM785	0	4048	145	179	20	144	1	2	11	11
SIM786	0	3913	167	186	20	174	5	10	16	16
SIM787	0	3900	164	155	46	181	10	7	11	11
SIM788	0	4008	141	162	28	164	6	0	14	14
SIM789	0	3993	164	175	21	155	1	1	6	6
SIM790	0	3927	172	187	23	172	5	2	5	5
SIM791	0	3916	161	180	36	166	4	0	13	13
SIM792	0	3955	173	166	26	148	5	3	10	10
SIM793	0	3946	157	186	18	172	7	3	4	4
SIM794	0	3963	189	174	19	168	0	6	7	7
SIM795	0	3977	163	180	29	143	1	4	6	6
SIM796	0	3924	169	151	28	146	3	4	10	10
SIM797	0	3982	163	149	35	174	5	1	11	11
SIM798	0	3975	184	160	28	143	5	9	10	10
SIM799	0	4025	167	146	28	169	3	2	3	3
SIM800	0	4003	147	155	21	147	6	6	15	15
SIM801	0	3904	186	174	26	167	4	8	7	7
SIM802	0	3928	153	156	35	180	7	3	2	2
SIM803	0	3966	170	175	22	158	3	4	11	11
SIM804	0	3985	160	173	19	137	3	7	1	1
SIM805	0	3949	173	155	19	171	11	4	6	6
SIM806	0	3938	167	157	28	161	4	2	16	16
SIM807	0	3967	165	161	24	175	4	6	7	7
SIM808	0	3985	159	168	38	167	1	5	8	8
SIM809	0	4025	140	166	18	149	6	1	4	4
SIM810	0	3925	189	145	35	164	3	4	10	10
SIM811	0	3909	165	171	25	170	8	7	6	6
SIM812	0	3910	181	175	35	172	2	3	9	9
SIM813	0	3938	162	174	31	202	2	4	6	6
SIM814	0	3927	188	148	17	190	4	5	3	3
SIM815	0	4011	152	167	18	163	4	4	5	5
SIM816	0	3973	185	133	34	184	4	3	6	6
SIM817	0	3911	168	176	24	175	5	2	10	10
SIM818	0	3946	156	192	21	175	5	0	7	7
SIM819	0	3958	160	147	15	190	3	1	3	3
SIM820	0	3972	166	178	16	168	4	8	10	10
SIM821	0	3935	170	171	22	157	11	1	12	12
SIM822	0	3950	168	163	43	170	5	6	5	5
SIM823	0	3919	163	153	42	162	13	7	11	11
SIM824	0	3993	164	201	35	149	4	3	3	3
SIM825	0	3966	169	162	27	157	5	5	5	5
SIM826	0	3922	165	174	33	142	3	9	13	13
SIM827	0	3965	193	196	17	159	4	10	3	3
SIM828	0	3976	171	148	27	178	4	9	13	13
SIM829	0	3917	169	171	35	158	8	2	19	19
SIM830	0	3893	148	165	54	168	2	5	20	20
SIM831	0	4002	151	133	36	171	0	2	10	10
SIM832	0	4007	164	135	15	174	7	6	5	5
SIM833	0	3993	146	152	27	165	9	3	11	11
SIM834	0	4003	140	188	32	169	3	6	4	4
SIM835	0	3960	138	174	35	171	11	7	7	7
SIM836	0	4020	164	135	29	170	1	4	1	1
SIM837	0	3920	176	175	38	166	9	2	5	5
SIM838	0	3866	176	179	27	152	8	1	29	29
SIM839	0	3947	163	168	18	163	3	5	9	9
SIM840	0	3972	179	167	21	167	2	3	10	10
SIM841	0	3944	170	154	30	171	2	7	5	5
SIM842	0	3933	173	146	35	200	6	5	5	5
SIM843	0	3931	160	164	38	201	6	3	7	7
SIM844	0	3935	171	184	29	156	5	2	5	5
SIM845	0	3960	163	160	32	180	2	6	10	10
SIM846	0	3952	175	173	30	167	6	6	6	6
SIM847	0	3997	151	173	26	167	9	3	4	4
SIM848	0	3938	165	157	31	165	12	2	17	17
SIM849	0	3915	162	195	44	169	2	7	9	9
SIM850	0	3928	186	177	28	185	2	5	6	6
SIM851	0	3930	181	177	18	153	0	3	7	7
SIM852	0	3951	141	170	36	161	5	6	19	19
SIM853	0	3958	136	183	43	160	4	3	11	11
SIM854	0	3906	169	186	28	165	1	7	7	7
SIM855	0	3915	199	166	19	170	5	5	6	6
SIM856	0	3880	167	171	28	168	6	4	19	19
SIM857	0	3946	178	166	23	167	2	5	5	5
SIM858	0	3991	156	149	34	169	3	0	13	13
SIM859	0	3990	160	167	30	140	2	2	4	4
SIM860	0	3932	166	186	24	182	10	5	9	9
SIM861	0	3972	171	155	16	183	12	7	13	13
SIM862	0	3966	178	190	26	160	1	1	10	10
SIM863	0	3905	167	200	23	183	6	2	8	8
SIM864	0	3984	154	177	23	153	2	5	9	9
SIM865	0	3854	194	166	40	198	6	8	7	7
SIM866	0	3972	171	149	19	142	6	6	7	7
SIM867	0	3911	168	193	29	182	8	2	8	8
SIM868	0	4020	133	159	36	169	2	4	12	12
SIM869	0	3980	167	168	12	158	4	8	14	14
SIM870	0	3966	172	132	30	165	5	4	9	9
SIM871	0	3911	162	175	35	184	4	1	16	16
SIM872	0	3896	185	181	27	186	6	11	7	7
SIM873	0	3989	164	150	23	148	5	2	1	1
SIM874	0	3971	165	181	23	161	3	2	8	8
SIM875	0	3903	182	185	30	173	12	5	6	6
SIM876	0	3898	189	178	27	167	4	4	6	6
SIM877	0	3920	175	174	28	191	4	8	15	15
SIM878	0	3966	171	181	16	144	4	6	7	7
SIM879	0	3974	154	166	40	163	7	2	11	11
SIM880	0	3917	185	154	33	199	1	5	13	13
SIM881	0	3918	164	181	39	170	1	7	6	6
SIM882	0	3976	177	179	30	154	2	12	7	7
SIM883	0	3922	165	184	26	149	7	2	3	3
SIM884	0	3942	165	171	38	161	7	7	15	15
SIM885	0	3930	153	165	45	172	5	7	9	9
SIM886	0	3903	187	168	26	192	8	7	19	19
SIM887	0	3960	145	196	32	175	7	6	9	9
SIM888	0	3918	182	196	29	181	6	1	4	4
SIM889	0	3958	166	177	26	154	0	1	8	8
SIM890	0	3930	185	179	24	180	1	3	8	8
SIM891	0	3990	157	164	36	153	5	7	13	13
SIM892	0	3955	165	138	42	166	3	3	9	9
SIM893	0	3985	148	154	32	167	7	1	16	16
SIM894	0	3943	154	173	32	179	4	5	8	8
SIM895	0	3938	159	148	35	179	5	5	8	8
SIM896	0	3932	171	165	19	159	5	3	9	9
SIM897	0	4000	156	154	45	161	2	2	3	3
SIM898	0	3963	165	158	19	149	3	1	9	9
SIM899	0	3947	171	142	38	168	5	3	2	2
SIM900	0	3963	161	157	26	162	6	9	8	8
SIM901	0	3951	166	192	31	159	3	2	21	21
SIM902	0	3923	166	176	28	173	11	7	5	5
SIM903	0	3972	150	145	40	159	5	5	13	13
SIM904	0	3926	150	166	34	172	7	6	3	3
SIM905	0	3934	191	175	29	178	3	5	6	6
SIM906	0	3913	194	181	31	181	2	7	2	2
SIM907	0	3956	144	182	32	164	1	7	12	12
SIM908	0	3937	198	161	63	157	0	3	10	10
SIM909	0	3985	158	176	23	171	3	3	10	10
SIM910	0	3936	173	192	22	171	4	5	2	2
SIM911	0	3946	176	153	23	177	3	2	20	20
SIM912	0	3958	149	155	29	165	2	11	12	12
SIM913	0	3926	168	164	36	169	5	6	9	9
SIM914	0	3940	176	162	26	169	7	1	16	16
SIM915	0	3967	156	153	33	169	17	2	14	14
SIM916	0	3971	177	172	31	149	2	3	10	10
SIM917	0	4010	150	164	27	163	1	3	7	7
SIM918	0	3952	164	159	37	165	7	5	1	1
SIM919	0	3975	154	158	30	190	2	3	7	7
SIM920	0	3957	136	181	32	173	5	6	12	12
SIM921	0	4026	190	143	22	152	2	2	3	3
SIM922	0	3944	155	153	26	167	3	3	30	30
SIM923	0	3960	175	167	29	153	7	11	11	11
SIM924	0	3997	167	160	39	148	2	1	4	4
SIM925	0	3943	156	177	47	178	2	1	6	6
SIM926	0	4007	171	159	28	157	1	3	6	6
SIM927	0	3968	175	172	33	131	3	6	8	8
SIM928	0	3957	177	190	33	159	7	4	10	10
SIM929	0	3965	174	157	30	188	4	4	6	6
SIM930	0	3941	174	171	27	156	2	3	16	16
SIM931	0	3989	153	164	29	165	4	6	10	10
SIM932	0	3962	157	173	34	150	1	9	16	16
SIM933	0	3933	182	172	20	168	6	13	11	11
SIM934	0	3897	154	180	35	195	2	7	14	14
SIM935	0	3947	166	166	21	168	6	1	8	8
SIM936	0	3919	159	152	41	164	9	7	21	21
SIM937	0	3912	143	159	44	187	7	3	14	14
SIM938	0	3980	164	163	28	165	5	3	3	3
SIM939	0	3942	168	168	34	170	2	1	6	6
SIM940	0	3987	164	174	31	152	0	5	14	14
SIM941	0	3938	161	179	33	172	3	6	5	5
SIM942	0	3915	175	173	23	164	5	4	18	18
SIM943	0	3925	204	171	23	148	4	7	18	18
SIM944	0	3953	181	167	23	147	5	7	14	14
SIM945	0	3932	164	170	26	177	5	2	12	12
SIM946	0	3977	165	171	29	156	2	5	7	7
SIM947	0	3930	194	202	26	173	9	11	13	13
SIM948	0	3932	167	189	34	154	10	8	10	10
SIM949	0	3987	153	145	28	187	4	3	8	8
SIM950	0	4022	156	149	20	158	4	3	7	7
SIM951	0	3999	156	177	37	147	1	10	7	7
SIM952	0	3976	166	171	22	162	1	0	16	16
SIM953	0	3930	167	156	22	190	4	6	11	11
SIM954	0	3952	201	160	30	169	5	5	5	5
SIM955	0	3928	179	167	27	161	5	3	14	14
SIM956	0	3926	178	175	30	161	5	3	13	13
SIM957	0	3985	140	176	25	169	6	5	7	7
SIM958	0	3984	155	139	26	187	2	3	16	16
SIM959	0	3881	186	188	37	196	4	1	12	12
SIM960	0	3984	162	170	37	157	1	8	6	6
SIM961	0	3916	196	163	41	160	5	5	9	9
SIM962	0	3972	170	156	31	154	6	1	12	12
SIM963	0	3947	172	174	23	175	4	6	11	11
SIM964	0	3926	179	160	24	164	12	2	21	21
SIM965	0	4017	150	147	37	170	1	3	11	11
SIM966	0	4044	178	177	24	137	3	4	2	2
SIM967	0	3969	162	166	24	152	8	12	9	9
SIM968	0	4004	179	151	33	169	6	1	3	3
SIM969	0	3924	181	154	35	141	5	4	16	16
SIM970	0	4014	155	143	40	156	5	6	6	6
SIM971	0	3965	170	180	36	158	2	7	12	12
SIM972	0	3929	193	158	28	174	3	5	19	19
SIM973	0	3848	160	201	24	172	6	6	19	19
SIM974	0	3943	156	156	33	166	7	6	8	8
SIM975	0	3936	176	163	16	166	3	5	6	6
SIM976	0	3974	158	164	24	163	9	14	8	8
SIM977	0	3973	176	149	26	171	6	3	16	16
SIM978	0	3961	180	172	29	159	2	1	6	6
SIM979	0	3939	189	155	21	170	7	7	9	9
SIM980	0	3920	150	197	30	179	5	10	6	6
SIM981	0	3930	168	188	35	172	9	5	9	9
SIM982	0	3979	153	166	37	146	1	0	4	4
SIM983	0	3978	146	162	17	169	5	12	7	7
SIM984	0	3964	152	165	33	169	9	5	5	5
SIM985	0	3942	158	173	34	182	4	0	6	6
SIM986	0	3947	171	175	20	177	0	0	7	7
SIM987	0	3965	171	157	23	205	3	6	9	9
SIM988	0	3939	171	154	27	164	3	5	7	7
SIM989	0	3979	163	159	45	138	2	3	14	14
SIM990	0	3985	168	169	16	158	13	4	7	7
SIM991	0	3916	158	174	25	168	2	6	13	13
SIM992	0	3956	183	143	39	169	16	6	9	9
SIM993	0	3960	167	148	23	172	12	3	12	12
SIM994	0	3911	171	158	34	177	4	9	21	21
SIM995	0	3997	182	164	18	170	2	3	4	4
SIM996	0	3992	153	162	30	164	1	4	4	4
SIM997	0	3965	173	156	29	167	3	3	2	2
SIM998	0	3937	165	177	31	176	3	8	5	5
SIM999	0	3900	165	169	32	171	1	4	26	26
SIM1000	0	3968	177	176	26	164	0	0	9	9
SIM1001	0	3936	171	175	27	175	8	3	6	6
SIM1002	0	3949	166	176	21	180	2	1	9	9
SIM1003	0	3937	161	161	40	189	4	2	6	6
SIM1004	0	3928	151	190	26	189	5	7	8	8
SIM1005	0	3937	189	165	20	145	0	4	13	13
SIM1006	0	4001	165	158	21	158	8	7	7	7
SIM1007	0	3941	144	182	35	188	2	4	3	3
SIM1008	0	3885	180	209	25	166	6	6	4	4
SIM1009	0	3954	166	165	30	163	5	1	14	14
SIM1010	0	4036	154	165	21	157	4	3	5	5
SIM1011	0	3901	168	170	58	191	1	2	6	6
SIM1012	0	3959	131	170	36	161	1	7	4	4
SIM1013	0	4005	164	172	29	161	5	5	5	5
SIM1014	0	3942	158	179	33	187	4	6	17	17
SIM1015	0	3942	155	174	40	164	2	3	4	4
SIM1016	0	3931	184	169	29	183	3	9	7	7
SIM1017	0	3942	168	162	42	166	4	2	14	14
SIM1018	0	3938	186	182	22	151	4	3	4	4
SIM1019	0	3959	172	171	30	138	4	7	15	15
SIM1020	0	3916	172	206	50	161	1	5	10	10
SIM1021	0	3925	172	150	27	196	4	4	5	5
SIM1022	0	3958	174	158	44	153	8	4	7	7
SIM1023	0	3990	181	181	19	171	5	4	8	8
SIM1024	0	3929	158	155	25	179	3	5	24	24
SIM1025	0	3945	166	156	22	175	5	7	23	23
SIM1026	0	3922	176	165	42	162	1	4	9	9
SIM1027	0	3952	177	158	36	174	4	7	7	7
SIM1028	0	3963	185	167	20	151	1	8	9	9
SIM1029	0	3900	153	141	34	166	3	5	10	10
SIM1030	0	3904	163	178	22	182	7	0	14	14
SIM1031	0	3990	157	182	31	168	7	8	6	6
SIM1032	0	3952	151	173	26	171	4	8	6	6
SIM1033	0	3917	159	176	30	176	7	7	7	7
SIM1034	0	3988	169	154	19	178	5	7	15	15
SIM1035	0	3941	173	173	26	165	2	2	7	7
SIM1036	0	3945	191	172	26	170	5	8	12	12
SIM1037	0	3896	173	150	27	173	7	2	4	4
SIM1038	0	3972	179	177	25	154	5	2	4	4
SIM1039	0	3951	157	171	37	171	2	3	12	12
SIM1040	0	4004	181	145	36	165	5	1	13	13
SIM1041	0	3975	158	160	25	157	0	4	6	6
SIM1042	0	3975	157	189	35	160	2	11	23	23
SIM1043	0	3926	154	157	40	187	6	3	9	9
SIM1044	0	3953	171	174	20	157	1	6	8	8
SIM1045	0	3951	164	167	26	157	3	3	8	8
SIM1046	0	3893	200	177	22	169	5	13	5	5
SIM1047	0	3934	165	173	23	182	3	6	10	10
SIM1048	0	3960	143	140	29	183	1	2	11	11
SIM1049	0	3961	188	131	19	178	6	4	13	13
SIM1050	0	3986	156	169	32	165	6	3	12	12
SIM1051	0	3948	146	185	37	178	3	3	13	13
SIM1052	0	3977	167	153	29	166	7	3	7	7
SIM1053	0	3923	169	167	42	183	4	3	10	10
SIM1054	0	3942	156	191	25	164	1	2	13	13
SIM1055	0	3943	176	150	42	164	2	3	7	7
SIM1056	0	3873	196	177	29	164	13	1	4	4
SIM1057	0	3907	190	180	24	151	2	1	15	15
SIM1058	0	3916	156	185	60	177	4	4	8	8
SIM1059	0	3933	179	192	40	171	5	8	18	18
SIM1060	0	3955	168	177	23	134	5	3	15	15
SIM1061	0	3952	166	146	38	162	7	8	13	13
SIM1062	0	3989	162	169	20	167	5	3	9	9
SIM1063	0	3953	176	174	34	145	1	2	19	19
SIM1064	0	3981	168	179	15	163	4	7	7	7
SIM1065	0	3987	170	142	23	154	6	9	7	7
SIM1066	0	3952	167	156	34	152	5	0	14	14
SIM1067	0	3980	175	144	34	160	4	8	5	5
SIM1068	0	3889	155	204	38	161	7	10	12	12
SIM1069	0	4001	171	177	38	145	5	0	15	15
SIM1070	0	3992	158	163	32	167	4	4	11	11
SIM1071	0	3982	157	180	17	144	6	10	5	5
SIM1072	0	3927	171	159	42	183	6	3	16	16
SIM1073	0	3934	165	202	32	154	3	1	17	17
SIM1074	0	3967	145	150	39	173	8	2	11	11
SIM1075	0	3947	155	166	39	164	3	1	6	6
SIM1076	0	3929	168	206	10	182	10	10	4	4
SIM1077	0	3969	170	157	37	138	2	9	5	5
SIM1078	0	3990	173	157	18	165	6	0	5	5
SIM1079	0	3909	203	174	26	160	6	3	5	5
SIM1080	0	3941	142	160	36	176	3	8	6	6
SIM1081	0	3959	157	165	47	151	2	3	0	0
SIM1082	0	3925	167	149	48	173	5	1	7	7
SIM1083	0	3941	157	179	53	172	6	5	8	8
SIM1084	0	3991	151	172	18	171	5	1	5	5
SIM1085	0	4043	162	162	23	144	2	7	5	5
SIM1086	0	3983	188	162	25	175	3	7	11	11
SIM1087	0	3959	173	164	31	170	1	10	11	11
SIM1088	0	3929	189	171	41	168	4	7	3	3
SIM1089	0	3927	184	179	32	160	3	5	6	6
SIM1090	0	3952	183	168	25	185	1	0	3	3
SIM1091	0	3960	157	156	28	162	6	3	8	8
SIM1092	0	3965	165	178	25	156	1	0	16	16
SIM1093	0	3931	169	171	31	170	12	4	6	6
SIM1094	0	4029	190	147	24	129	1	5	3	3
SIM1095	0	4017	136	156	24	170	2	6	4	4
SIM1096	0	3908	160	177	30	167	2	2	4	4
SIM1097	0	3949	178	146	30	164	4	8	3	3
SIM1098	0	3934	183	181	22	170	5	1	1	1
SIM1099	0	3959	160	179	14	172	4	4	11	11
SIM1100	0	3923	190	130	25	169	1	9	8	8
SIM1101	0	3974	160	158	27	153	1	7	6	6
SIM1102	0	3915	161	160	27	194	11	5	8	8
SIM1103	0	3953	161	174	20	165	4	3	4	4
SIM1104	0	3904	169	172	34	193	2	3	6	6
SIM1105	0	3926	153	171	40	191	6	9	6	6
SIM1106	0	4041	154	151	14	160	3	9	2	2
SIM1107	0	4012	154	155	15	166	2	2	2	2
SIM1108	0	3926	173	192	28	177	10	0	8	8
SIM1109	0	3968	159	180	44	179	3	3	2	2
SIM1110	0	3935	155	148	27	193	3	6	9	9
SIM1111	0	4025	140	163	20	167	3	0	6	6
SIM1112	0	3935	168	196	17	162	4	5	10	10
SIM1113	0	3935	201	184	28	170	3	7	3	3
SIM1114	0	3960	180	159	37	172	3	1	9	9
SIM1115	0	3941	157	158	30	197	1	7	8	8
SIM1116	0	3932	178	174	25	173	9	5	14	14
SIM1117	0	3953	167	157	34	187	5	3	5	5
SIM1118	0	3964	155	166	27	174	3	3	4	4
SIM1119	0	3946	178	189	21	172	3	2	10	10
SIM1120	0	3956	190	170	26	159	5	8	9	9
SIM1121	0	3988	165	172	19	179	2	6	4	4
SIM1122	0	3996	149	142	29	158	5	6	13	13
SIM1123	0	3954	180	155	25	167	14	2	8	8
SIM1124	0	4002	177	166	20	148	6	11	12	12
SIM1125	0	3977	157	161	27	154	2	0	6	6
SIM1126	0	3967	140	172	33	167	5	7	5	5
SIM1127	0	3954	176	153	18	165	5	12	7	7
SIM1128	0	3951	156	150	25	159	5	7	7	7
SIM1129	0	3934	206	178	31	156	6	2	5	5
SIM1130	0	4030	143	133	27	164	1	6	5	5
SIM1131	0	4025	151	150	38	162	2	2	8	8
SIM1132	0	3970	159	170	14	159	4	6	8	8
SIM1133	0	3875	166	205	34	188	3	8	9	9
SIM1134	0	3947	162	157	31	192	1	2	4	4
SIM1135	0	3901	166	183	34	175	4	2	14	14
SIM1136	0	3919	185	155	22	184	11	9	9	9
SIM1137	0	3937	174	163	31	179	4	3	6	6
SIM1138	0	4055	170	140	28	166	3	7	1	1
SIM1139	0	3969	147	136	43	180	5	3	8	8
SIM1140	0	3914	182	148	45	158	2	8	13	13
SIM1141	0	3959	191	173	31	137	1	1	14	14
SIM1142	0	3920	180	210	28	179	6	1	4	4
SIM1143	0	4033	157	171	22	147	3	2	10	10
SIM1144	0	4030	167	164	29	148	4	2	4	4
SIM1145	0	3958	160	174	25	163	0	5	12	12
SIM1146	0	3956	162	181	30	175	8	3	9	9
SIM1147	0	3987	164	163	28	177	2	1	3	3
SIM1148	0	3996	165	145	33	170	5	4	7	7
SIM1149	0	3914	149	162	38	188	3	4	12	12
SIM1150	0	3906	170	170	36	162	4	8	11	11
SIM1151	0	3941	192	160	22	149	2	4	12	12
SIM1152	0	3930	171	160	31	198	2	2	7	7
SIM1153	0	3963	143	158	36	181	1	5	10	10
SIM1154	0	3954	178	163	28	168	6	10	10	10
SIM1155	0	3959	166	149	33	187	2	4	5	5
SIM1156	0	3974	170	178	22	168	3	2	9	9
SIM1157	0	3953	152	170	24	157	3	4	12	12
SIM1158	0	3989	149	170	18	184	4	7	7	7
SIM1159	0	3998	166	155	26	175	4	3	11	11
SIM1160	0	3979	159	186	42	157	4	3	5	5
SIM1161	0	3970	160	142	21	172	2	6	14	14
SIM1162	0	3941	176	159	27	174	5	6	6	6
SIM1163	0	3971	177	175	20	159	1	9	10	10
SIM1164	0	3950	150	170	28	161	6	3	7	7
SIM1165	0	3969	174	160	40	172	8	12	19	19
SIM1166	0	3964	152	167	31	173	11	4	5	5
SIM1167	0	3912	161	200	29	160	1	4	12	12
SIM1168	0	3976	159	175	26	161	9	4	12	12
SIM1169	0	3970	166	147	32	146	7	3	11	11
SIM1170	0	3923	153	177	38	183	5	3	12	12
SIM1171	0	3935	169	197	22	173	1	5	13	13
SIM1172	0	3947	149	168	32	168	10	13	14	14
SIM1173	0	3997	171	150	28	136	3	4	4	4
SIM1174	0	3913	177	189	27	173	5	10	2	2
SIM1175	0	3932	150	173	38	160	4	8	11	11
SIM1176	0	3932	147	173	27	201	10	2	26	26
SIM1177	0	3977	166	146	23	195	4	9	8	8
SIM1178	0	3975	165	156	34	172	5	11	9	9
SIM1179	0	3898	163	185	20	172	12	1	11	11
SIM1180	0	3926	177	192	25	172	1	6	4	4
SIM1181	0	3976	153	140	26	177	4	8	10	10
SIM1182	0	4015	148	154	28	150	13	6	9	9
SIM1183	0	3987	170	157	26	168	3	7	15	15
SIM1184	0	3983	159	169	18	159	9	5	3	3
SIM1185	0	3952	169	161	14	176	7	4	7	7
SIM1186	0	3927	174	181	16	170	12	1	13	13
SIM1187	0	3989	165	156	13	169	3	6	15	15
SIM1188	0	3981	142	160	30	148	4	4	12	12
SIM1189	0	3971	161	169	29	154	2	5	5	5
SIM1190	0	3936	171	186	16	147	7	9	11	11
SIM1191	0	3970	168	179	27	150	7	3	7	7
